LOCAL-010417,São Miguel do Mato,4,1.03,4,1.03,1,388,63.71,0,23.45,23.95,91,0,52.32,53.42,203,0,13.92,14.21,54,0,2.06,2.11,8,0,0.77,0.79,3,0,1.03,1.05,4,0,0.52,0.53,2,0,1.29,1.32,5,0,1.80,1.84,7,0,0.00,0.00,0,0,0.26,0.26,1,0,0.00,0.00,0,0,0.26,0.26,1,0,0.26,0.26,1,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010418,Tropeço,9,1.26,7,0.98,1,715,69.48,0,20.70,21.17,148,0,41.68,42.63,298,0,23.08,23.61,165,0,2.94,3.00,21,0,2.24,2.29,16,0,0.42,0.43,3,0,1.96,2.00,14,0,0.84,0.86,6,0,2.24,2.29,16,0,0.00,0.00,0,0,0.70,0.72,5,0,0.00,0.00,0,0,0.28,0.29,2,0,0.28,0.29,2,0,0.00,0.00,0,0,0.42,0.43,3,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010419,Urrô,7,1.11,6,0.95,1,629,71.89,0,20.51,20.94,129,0,52.31,53.41,329,0,13.04,13.31,82,0,2.38,2.44,15,0,3.50,3.57,22,0,0.64,0.65,4,0,1.91,1.95,12,0,1.11,1.14,7,0,2.23,2.27,14,0,0.00,0.00,0,0,0.16,0.16,1,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.16,0.16,1,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010420,Várzea,7,2.01,3,0.86,1,348,77.85,0,24.71,25.44,86,0,43.39,44.67,151,0,18.10,18.64,63,0,2.87,2.96,10,0,2.01,2.07,7,0,0.00,0.00,0,0,2.30,2.37,8,0,0.57,0.59,2,0,0.86,0.89,3,0,0.00,0.00,0,0,0.86,0.89,3,0,0.00,0.00,0,0,0.57,0.59,2,0,0.57,0.59,2,0,0.00,0.00,0,0,0.29,0.30,1,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010421,União das freguesias de Arouca e Burgo,67,2.16,21,0.68,1,3108,65.61,0,27.90,28.71,867,0,41.51,42.72,1290,0,13.96,14.37,434,0,3.86,3.97,120,0,2.90,2.98,90,0,1.25,1.29,39,0,1.54,1.59,48,0,1.67,1.72,52,0,1.25,1.29,39,0,0.00,0.00,0,0,0.64,0.66,20,0,0.00,0.00,0,0,0.23,0.23,7,0,0.23,0.23,7,0,0.10,0.10,3,0,0.03,0.03,1,0,0.10,0.10,3,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010422,União das freguesias de Cabreiros e Albergaria da Serra,2,2.04,3,3.06,1,98,41.88,0,40.82,43.01,40,0,31.63,33.33,31,0,13.27,13.98,13,0,1.02,1.08,1,0,1.02,1.08,1,0,0.00,0.00,0,0,0.00,0.00,0,0,1.02,1.08,1,0,2.04,2.15,2,0,0.00,0.00,0,0,1.02,1.08,1,0,0.00,0.00,0,0,0.00,0.00,0,0,1.02,1.08,1,0,0.00,0.00,0,0,1.02,1.08,1,0,1.02,1.08,1,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010423,União das freguesias de Canelas e Espiunca,11,1.68,3,0.46,1,654,65.79,0,19.27,19.69,126,0,48.01,49.06,314,0,18.96,19.38,124,0,2.45,2.50,16,0,2.29,2.34,15,0,1.38,1.41,9,0,0.31,0.31,2,0,0.46,0.47,3,0,1.53,1.56,10,0,0.00,0.00,0,0,1.22,1.25,8,0,0.00,0.00,0,0,0.61,0.63,4,0,0.46,0.47,3,0,0.31,0.31,2,0,0.31,0.31,2,0,0.31,0.31,2,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010424,União das freguesias de Covelo de Paivó e Janarde,2,1.85,0,0.00,1,108,63.16,0,23.15,23.58,25,0,50.93,51.89,55,0,10.19,10.38,11,0,1.85,1.89,2,0,1.85,1.89,2,0,1.85,1.89,2,0,3.70,3.77,4,0,2.78,2.83,3,0,1.85,1.89,2,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010500,Aveiro,864,1.83,445,0.94,10,47237,67.27,0,25.19,25.91,11901,0,34.94,35.94,16506,0,16.32,16.79,7711,0,6.44,6.62,3041,0,5.17,5.32,2442,0,1.47,1.52,696,0,3.70,3.80,1747,0,1.97,2.02,930,0,1.11,1.14,524,0,0.00,0.00,0,0,0.26,0.27,122,0,0.00,0.00,0,0,0.19,0.20,92,0,0.23,0.23,107,0,0.13,0.13,62,0,0.07,0.07,33,0,0.03,0.03,14,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010501,Aradas,103,1.84,49,0.88,1,5598,66.52,0,22.44,23.06,1256,0,38.59,39.66,2160,0,15.74,16.18,881,0,7.43,7.64,416,0,5.06,5.20,283,0,1.11,1.14,62,0,3.36,3.45,188,0,1.61,1.65,90,0,1.09,1.12,61,0,0.00,0.00,0,0,0.25,0.26,14,0,0.00,0.00,0,0,0.21,0.22,12,0,0.20,0.20,11,0,0.14,0.15,8,0,0.02,0.02,1,0,0.05,0.06,3,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
LOCAL-010502,Cacia,97,2.34,40,0.97,1,4140,66.71,0,28.89,29.88,1196,0,27.08,28.00,1121,0,20.22,20.91,837,0,5.60,5.80,232,0,6.23,6.45,258,0,1.33,1.37,55,0,2.75,2.85,114,0,2.27,2.35,94,0,1.11,1.15,46,0,0.00,0.00,0,0,0.27,0.27,11,0,0.00,0.00,0,0,0.22,0.22,9,0,0.31,0.32,13,0,0.14,0.15,6,0,0.17,0.17,7,0,0.10,0.10,4,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00,0,31,0,3092,3092
